video_url,title,description,length,length_in_minutes,views,upload_date,related_tags,translations,speaker_name,speaker_profession,full_transcript
https://www.ted.com/talks/richard_neville_how_can_we_give_our_kids_a_brighter_future,How can we give our kids a brighter future?,"Strap video cameras to their foreheads! To better understand child development, Richard Neville decided to see the world from a child's point of view. What did he observe? Children want to learn, and we might just be getting in their way...",,,14264,2018-07-30T21:29:22+00:00,"['children', 'brain', 'education']",,Richard Neville,Child development defender,{}
https://www.ted.com/talks/doreen_koenning_can_sharks_help_us_fight_cancer,Can sharks help us fight cancer?,"Medicine made from human antibodies help us battle cancer and other diseases — but they blend into our immune system so well, it's difficult to track their side effects. Shark antibodies, by contrast, stand out like a sore thumb. Antibody researcher Doreen Koenning has dedicated her career to studying how these proteins could become a valuable tool in clinical drug trials — and potentially create a new breed of treatment in the fight against cancer.",,,14228,2019-01-14T22:22:53+00:00,"['cancer', 'biology', 'health care']",,Doreen Koenning,Antibody researcher,{}
https://www.ted.com/talks/romaine_seguin_when_goods_cross_borders_armies_stay_home,"When goods cross borders, armies stay home","Can we use trade to fight terrorism? Romaine Seguin believes that when communities are isolated from the global economy, they risk becoming breeding grounds for terrorist groups -- and trade may be a way to ward off this isolation. Seguin illuminates home grown global businesses, like the Haiti-based Deux Mains, which can provide the jobs and security that are the most impactful tools of humanitarian aid.",00:11:03,11.05,14186,2018-05-07T21:32:57+00:00,"['global issues', 'poverty', 'finance']","['English', 'Español', 'Português brasileiro']",Romaine Seguin,International trade expert,"{'00:08': 'Two years ago, in a small village in Nigeria, men with AK-47s stormed Chibok Government Secondary School. Men from the extremist group, Boko Haram, kidnapped 276 young, innocent schoolgirls. Today, 218 are still missing.', '00:34': 'I worked in and out of Nigeria for three years starting in 2007, and I remember seeing the kids going to school along dirt roads. They had smiles, they were polite, they were dressed neatly. They often talked about the books they were reading. That was tough on the kids, but they went to school for a safe place. They went to school for dreams of a better future.', '01:04': ""But turning those dreams into reality in Nigeria is difficult, because 61% of the people live at poverty level. Compare that to the US at 15%. The annual income is slightly below $6,000; compare that to the US, of $56,000. Now you see the problem. But I wasn't there in Nigeria trying to resolve an income disparity. I wasn't there trying to volunteer for a charity, or to set up a nonprofit organization. I was there to promote trade where it's very limited."", '01:48': 'I strongly believe when communities are isolated from the global economy, they could become the breeding grounds of groups like Boko Haram. Just the definition of ""Boko Haram"" stands for: ""Western education is forbidden."" That isolation in itself is dangerous. I ask you one question: Would those girls still be in school in Chibok if the conditions were different that gave rise to Boko Haram? You know, you have to wonder, what if Nigerian people had access to gain full employment? Or villages like Chibok were more integrated in the global economy? Or families could break that poverty cycle through jobs and education?', '02:40': ""Trade is a powerful weapon. Trade can fight against poverty and injustice. Trade is the gun to combat human trafficking. Trade provides medicine to the sick. Trade provides a roof for people in need of shelter. Trade is the answer to give dignity back to millions of unprivileged people. Trade is a humanitarian's strongest weapon."", '03:11': 'I work for a company that facilitates trade in 220 countries, and I\'ve personally assisted trade in 46 of them. I\'ve seen trade in action. I see trade work. But you don\'t have to take my word for it: economists have been studying it for years. In his book ""The World Is Flat,"" Tom Friedman said when countries trade with each other, they\'re the same supply chain, and they don\'t inflict military damage on each other. But Secretary of State, Cordell Hull, who won the Nobel Peace Prize in 1945, said it best: ""When goods do not cross borders, armies do.""', '03:58': 'So what is this magical weapon I call ""trade""? It\'s simple: I have something you want, you have something I need. We make an exchange. But the question is: How can something so simple have such a dramatic impact on poverty and security?', '04:21': ""Let's start with poverty. There's no better example than China. Before China adopted economic reform 37 years ago, it maintained policies to keep the country poor. Then in 1979, it implemented economic reform. It allowed international trade and foreign investment. And we all know what happened -- China's the fastest-growing economy. But here's something: In that nation, in 1990, the annual income was only $980. Fast-forward to 2015, it's a little over $14,000. The poverty levels decreased [from] 84% from 1980 to 10% in 2013. The unemployment rate is at 4.1%, slightly below 4.9% of that in the US."", '05:19': 'Let\'s talk security. I started traveling in Colombia in 2010, and people were saying, ""Are you scared? Are you nervous?"" And that\'s because, 10 to 15 years earlier, the drug lords and the drug cartel would kidnap and torture people. But then the government pumped in economic resources, and they stabilized their political platform. That made a huge difference. I feel very safe going to Colombia, seeing customers.', '05:48': ""In fact, I just got back from Bogotá last week. Colombia thanks trade for improved security, reduction of poverty, and a very attractive image to the world. And I have a beautiful example of that. Colombia exported $1.3 billion of roses and flowers in 2013, with 75% coming to the US. So you see, trade clearly is a powerful weapon to fight poverty and crime. But it doesn't stop there."", '06:25': 'If I was to say ""Haiti,"" what would pop into your mind? Earthquake, hunger, poverty. Would anyone think of fashion? In 2010, the earthquake killed 230,000 Haitians, and displaced 1.5 million. Julie Colombino from Orlando, Florida went there to help. She saw humanitarian aid pour in, but she knew it wasn\'t sustainable. She started a nonprofit company called ""REBUILD globally,"" and this nonprofit taught Haitians how to make sandals out of old tires, which are very abundant there.', '07:10': ""From that nonprofit company, spun Deux Mains, a profit company, and that caught the eye of Kenneth Cole. Haiti has something the fashion world needs. They have great designs, they have top-quality craftsmanship, they have eco-friendly products. Kenneth Cole has the global brand and the distribution model to give Deux Mains shoes to the world. Trade, pure and simple. Deux Mains has made more than 2,400 pairs of sandals for Kenneth Cole, and now is in negotiation with Ron Jon, another global brand. These sandals I have on today? Yes, they've got the old tires on the bottom of them. But my purchase was made to help Haiti out of poverty. My $70 I paid wasn't a charitable contribution, it wasn't a handout. It was basic economics. It was trade at work."", '08:10': ""Julie Colombino shared with me that for every 250 pairs of shoes produced, one more Haitian is employed. So that got me thinking. In the United States, each of us buys seven and a half pairs of shoes a year. That's 2.4 billion pairs of shoes. Now just think: If one-tenth of 1% was produced in Deux Mains, that would be 2.4 million pairs of shoes. But more importantly, it would pump $120 million into the Haitian economy, and give almost 10,000 people a job. That type of employment in Haiti would have a ripple effect. And as workshop supervisor Jolina Auguste told me, the more sandals they sell, the less thieves on the street."", '09:06': ""So you see, when people have a job, security, money, they don't take other people's stuff. They don't resort to crime to survive. They don't get caught up with the drug lords like in Colombia, or terrorism that teaches them how to use AK-47s. The Global Terrorist Index report in 2015 said economic conditions play a very important part in one's decision to pursue violent extremism. The report also says Boko Haram is the most deadly terrorist organization in the world. And it recruits from the most economically marginalized regions in Nigeria."", '09:52': ""But on the other hand, if there is industrial growth, there's less domestic and international terrorism. According to a 2015 study that was published in the Oxford Economic Papers, when industrial growth increases by 1%, domestic terrorism decreases by 1%. So what does that mean? When communities gain access to the global economy through trade, they reap so many benefits."", '10:28': 'I stand here and ask you one last question: If Chibok were more connected through trade, and those young men who joined Boko Haram had an option to get a job in the formal economy, would those girls still be in school? I think so. Trade would have given them a weapon to fight terrorism. Trade would have given them hope.', '10:57': 'Thank you.', '10:58': '(Applause)'}"
https://www.ted.com/talks/jinha_lee_a_holographic_meeting_platform_for_collaborating_from_anywhere,A holographic meeting platform for collaborating from anywhere,"When you think of telecommuting, you might think of a remote colleague's face in a tiny square on a screen. But with Jinha Lee's augmented reality platform, Spatial, distant coworkers can now teleport as digital avatars into a shared virtual space. Check out the incredible potential and possibilities for colleagues on different continents or in different time zones to collaborate as if they were physically together in a virtually enhanced workroom.",,,14149,2020-01-24T18:25:29+00:00,"['future', 'technology', 'work', 'virtual reality', 'innovation', 'interface design']",,Jinha Lee,"Designer, inventor, entrepreneur",{}
https://www.ted.com/talks/victor_demaria_pesce_como_un_doctor_de_astronautas_capacita_al_cuerpo_para_el_espacio,Cómo un doctor de astronautas capacita al cuerpo para el espacio,"What happens to astronauts' bodies when they are in space? Everything from disruptive metabolic changes to loss of muscle mass. In this talk, Víctor Demaría Pesce, a researcher at the European Astronaut Centre, explains how he and others in the field are pushing the envelope on physiological adaptability to ensure that humans can safely travel or even live in space.",,,14106,2019-03-26T15:33:35+00:00,"['health', 'exploration', 'human body', 'space', 'medical research']","['English', 'Español', 'Português de Portugal']",Víctor Demaría Pesce,"Doctor, dedicated to scientific research at the European Space Agency","{'0:00': 'Do you remember when we were children, when the adults without fail, to show us they were interested in us, they would ask us the question: ""And you, what do you want to be when you grow up?"" And in general, we said whatever came to our heads. I wanted to be an astronaut. But that didn\'t work out. I ended up becoming a doctor, a neurologist and a researcher. And the question I always asked myself: What are the limits of human adaptation to extreme environments such as high or low temperatures, high heights, extreme depth, even outer space? As you can imagine, I don\'t have any patients, because you need to be in great health to be able to face such an extreme environment. This theme, became the research focus that I have followed throughout my whole career in science. My work place? The European Astronaut Centre of the European Space Agency. Who are my patients? The team of European astronauts. By the way, do you know that there are astronauts in space right now? Yes or no? Yes! Since 2001, there has been a permanent presence of humans in space. Six astronauts from various nationalities spend six months in the International Space Station. Every six months, there are three that come down and three that go up. The last three actually just arrived yesterday to the ISS station. The ISS, or what we call it, the International Space Station, is a grand scientific laboratory. It it right here, in a ""suburb"" of the Earth. It\'s is flying at 400 kilometers away at a velocity of 17,400 mph. The astronauts go 16 times around the Earth in 24 hours. At this velocity, instead of in 14 hours, tomorrow I could go home to my house in Paris in 24 minutes. It would be awesome! (Laughter) The astronauts -- Who are the astronauts? They are professionals, high level technicians. They are experimenters, because they perform the scientific experiments that we doctors and researches design. They are also the subjects of our experiments, because we do experiments on them. The question that you will ask, of course is: if the astronauts are all healthy, why do they need a doctor? They actually do, because my work within the research, like those of my colleagues, is to enable the astronauts to overcome their fiscal physical and psychological problems so they can live and work in space. An environment for which evolution didn\'t prepare us. On the Earth there are two fundamental factors; the force of gravity that has conditioned our entire anatomy, the rotation of Earth and the way it alternates between light and darkness, that has conditioned all of our physiology. The force of gravity has conditioned our anatomy giving us our symmetrical body, more or less, our sense of balance, the skeleton, our muscle mass, all of this is conditioned by gravity and the fight against it. There is no gravity in space, so what will happen? They will have balance problems, they will have decalcification. The skeleton that\'s up there will have a loss of muscle mass. So... we have designed a series of physical exercises with very precise protocols which take into account all of the sectors of the body, so they can stay in shape. Because, in addition, the astronauts aren\'t weighed down, so they stretch, growing about one inch. And this produces pain. Short people don\'t have expectations, because when you return, you shrink -- (Laughter) So, at this moment, we are all working to ease this type of pain, creating a ""super skin suit"", that is the suit that the astronauts use here, that we tried for the first time three months ago. I was telling you about the rotation of the Earth, and the alternating day and night. When this alternation is missing, all of our physiology is affected. And, of course, that together with all of the circadian rhythms and all of the physiological variables. From the first flights to space, we learned that the astronauts didn\'t sleep well. The quantity and quality were altered. The body temperature as well. Sleep, temperature, metabolism, nutrition -- because with all of these metabolic changes that I was mentioning, nutrition is affected. Above all, the environment of the space station, with the long working hours from 8 am to 10 pm, so they can execute all of the protocols, that we give them to do. And also the constant noise of ventilation, up to 60 to 70 decibels to circulate the air. The light that isn\'t that bright. However, in 30 years of research, we have been able to improve a few of the working conditions. The simple things: a comfortable sleeping bag, which produces in space the same pleasing sensation that we feel when we go to lie down and are between the sheets. Also, the nutrition: It\'s not only to cover nutritional and metabolic needs -- because you have to be really hungry to want to eat this -- (Laughter) But also, to take well into account the psychological aspect and the taste. That\'s why the astronaut in red, Luca Parmitano, who is a friend of mine, brought to the station his Mom\'s lasagna, to share with the entire crew. That\'s a really special moment for them. And we realized that we as doctors and researchers, have made some progress. At this time, we are able to enable astronauts to live and work for a period of time in space and bring them back to Earth, all in all, in good health. I see a lot of young people in this room, that are very lucky because at this time, we are starting a new era in space exploration. I told you that the Space Station was in the suburbs. We are returning to the Moon now, on our way to Mars. Did you realize this? Only 12 men have had the luck to walk and work on the Moon for a few hours or almost three days. The highlight images that you are seeing right now, are not science fiction. Our daily work at this time, from what we are seeing is going to happen: the first construction robots will recover the lunar dust, the regolith, to build the first shelter -- starting in 2025. After the first building is done, three years after that, man will arrive. First, for a few days. And later, they will stay for a few months. This is very fast in the video -- it will take 3 months to do it. There they will have their little house. For us it is a huge challenge. We have to anticipate new training protocols so the astronauts, when they are walking on the Moon, will be ready for anything that can happen. We also have to have or engineer health monitoring systems to be able to check on them, to detect any problems, and to be able to diagnose them. And if a problem exists, we have to intervene therapeutically, without any doctor close by. That is something very important to us. And this trip to the Moon is only the first chapter, to continue on to Mars, the target. Did you know? After many years of working in the space field, at NASA and the European Space Agency, I am starting to realize with my colleges, that at this time, we are facing the same type of problems that our predecessors had, the doctors for the Apollo program. The Apollo program, in my youth, like all of my generation, we dreamed about this program. And inevitably, this project to put a man on the Moon, influenced my choice and professional path. And now this program is still relevant. It\'s because of this, above all for the young people, I want to tell you that I really hope that you can dream and that you can live by it. In this short time that I was here with you, I hope that I have passed on a little of my enthusiasm and passion. Thank you very much. (Applause)'}"
https://www.ted.com/talks/aparna_pallavi_why_we_need_to_reclaim_vanishing_food_cultures,Why we need to reclaim vanishing food cultures,"Around the world, indigenous food cultures disappear because of industrialized agriculture and a shifting, often Western-influenced concept of the ideal diet. Journalist and food researcher Aparna Pallavi makes an urgent case for preserving these cultures and shedding the stigma-laden attitudes that are driving them into extinction.",,,14080,2019-03-07T17:10:17+00:00,"['food', 'culture', 'agriculture', 'global issues', 'indigenous peoples']",,,,{}
https://www.ted.com/talks/kirsti_abbott_the_ants_that_run_the_world,The ants that run the world,"Some time ago, the yellow crazy ant was accidentally brought to Australia's Christmas Island. These ants, known for their predatory behavior, can kill organisms over 500 times their size. In this fascinating talk, find out how Dr. Kirsti Abbott and her team are studying these insects and working on ways to re-balance the Christmas Island ecosystem.",,,13829,2019-05-06T20:17:04+00:00,"['ants', 'science', 'ecology', 'insects', 'discovery']",,Dr Kirsti Abbott,,{}
https://www.ted.com/talks/raj_panjabi_community_health_heroes,Community health heroes,"Raj Panjabi has a bold idea: to recruit and train an army of community health workers to bring medical care to the billion people around the world who lack access to it. See how technology is transforming things for health workers like Serena and Prince -- and how TED's just-launched initiative, the Audacious Project, is amplifying their impact. Learn more at AudaciousProject.org.",00:07:16,7.266666666666667,13326,2018-04-04T13:50:32+00:00,"['global issues', 'collaboration', 'technology', 'disease', 'health care', 'health', 'Africa', 'TED Prize', 'humanity', 'medicine', 'society', 'illness']","['English', 'Español', 'Français', 'Português brasileiro', 'Türkçe', 'العربية', '中文 (简体)', '中文 (繁體)', '한국어']",Raj Panjabi,Physician,"{'00:03': '(Music)', '00:07': ""Raj Panjabi: Illness is universal, access to care is not, and realizing this lit a fire in my soul. No one should die because they live too far from a doctor or clinic. I wish that you would help us recruit the largest army of community health workers the world has ever known by creating the Community Health Academy, a global platform to train, connect and empower. [Great Big Story in partnership with TED] Narrator: They had a big idea to change the world. But they couldn't do it alone. (Voices overlapping) So, my wish ... My wish ... I wish ... And now, here's my wish ... [Torchbearers] [Ideas in action]"", '01:00': ""RP: Epidemic diseases like Ebola, HIV, Zika, emerge from remote, rural communities including the rain forests of West and Central Africa. These are the hotspots of disease. They're the hotspots of infections. They're the hotspots of death that are located in the blindspots of the global health system. The idea that disease anywhere can be a threat to people everywhere is very real. So how do we stop this? Well, it's to enable community health workers to prevent, detect and respond to outbreaks at their very source."", '01:36': '(Music)', '01:46': ""There are a billion people who live in the world's most remote communities. And while we've made great advances in medicine and in technology, our innovations are not reaching the last mile. They're not reaching these remote communities. We launched a nonprofit called Last Mile Health, and Last Mile Health's mission is to bring a health care worker within reach of everyone everywhere."", '02:18': 'Woman: Hello. How are you?', '02:20': ""RP: A community health worker is someone who lives in one of these communities that's cut off, several days away from the nearest clinic, and they may not have had a chance to finish even high school."", '02:32': ""Woman: I'm just listening to her lungs."", '02:34': ""RP: They're trained to perform medical skills that can save lives. Their job is to go door to door to provide health care."", '02:56': 'Serrena Kun: When I was little, I had a passion of becoming a nurse. I loved taking care of children. So when the community came here to find people, I put my hand up. I said I wanted to help little children.', '03:11': 'RP: What these community health workers like Serrena are doing is trying to bring the kind of health care your family doctor may provide but in places your family doctor may never go.', '03:31': 'Prince Pailey: When I wake up in the morning, I put my bag on my bike. The distances that I work is sometimes two hours, three hours in a forest. Some areas, some creeks, they drown with the ocean, so that every crossing you find it so difficult.', '03:56': ""RP: Community health workers are trained to address the health problems of their own community. In a country like Liberia, it could mean helping a mother get treatment for her child suffering from malaria. Man: This is paracetamol. This is ACT. So the only time you're going to give it is in the evening time."", '04:16': ""PP: In Liberia, the children die more than the adults, because we have some people in the villages, they don't sleep under a mosquito net."", '04:29': ""RP: We already know community health workers can help health care systems save more lives. Their ability to do that is strengthened when they're enabled with modern technology. Woman: Now, she's saying that the child has improved and went to school today."", '04:43': ""RP: If community health workers were equipped with smartphones, this would increase their ability to prevent, detect and respond to outbreaks and epidemics. It's time for technology to help reinvent health care on a game-changing scale. We are building the world's first education platform for community health workers that allows them to see the condition. There's instruction on the phone to help the worker decide what treatment to give. But equipping 50,000 community health workers with smartphones is an extraordinarily ambitious effort, larger than what our organization alone could take on. It required collaboration. We realized that working together with other partners like Living Goods would help us truly solve that problem."", '05:46': '(Child crying)', '05:49': ""And then we learned about The Audacious Project, a new opportunity that TED and a group of visionary philanthropists had been working on to fund some of the boldest, most audacious ideas in the world. So that's all very exciting, because many, many more millions of children and families are now going to have a chance of getting it, and they're going to get it from their own neighbors."", '06:14': 'Man: They say a health worker for everyone, everywhere, every day. Thank you.', '06:18': 'RP: Community health workers become the very people who can make a difference.', '06:24': 'SK: I love children, I love my community, and my community loves me.', '06:28': 'PP: I have love and passion for the job, so I will continue to work for my people.', '06:32': 'RP: We could by 2030 save 30 million lives by training these workers to do 30 services.', '06:40': ""We as people are not defined by the conditions we face, no matter how hopeless they seem. We're defined by how we respond to them. And our response has to demand a health worker for everyone everywhere."", '07:03': '[Support the big ideas of the Audacious Project] [AudaciousProject.org]'}"
https://www.ted.com/talks/alba_sotorra_un_ejercito_de_mujeres,Un ejército de mujeres,"¿Qué sucede cuando las mujeres toman las armas y forman un ejército para defender sus derechos? La cineasta Alba Sotorra nos presenta a Aryan, una comandante de un ejército de mujeres en el norte de Siria, a quién siguió con su cámara durante la guerra.",,,13295,2018-07-18T17:48:58+00:00,"['TED en Español', 'women', 'photography', 'global issues', 'war', 'gender']",,Alba Sotorra,Director and producer,{}
https://www.ted.com/talks/kasha_patel_the_benefits_of_using_comedy_to_explain_science,The benefits of using comedy to explain science,"In this joke-laden talk, Kasha Patel uses the standup comedy format to make a case for combining science communication with humor in order to make the former more accessible and the latter more educational.",,,13192,2019-01-30T17:28:06+00:00,"['life', 'science and art', 'comedy', 'humor', 'education']",,Kasha Patel,,{}
